10	7119900	0.00208295	101.923
11	5777100	0.000474985	85.3241
12	4805300	0.000426417	71.1643
13	4060400	-0.00313381	59.8412
14	3477400	0.00255952	52.2227
15	3040000	0.00700475	45.2744
16	2685300	-0.000413036	39.5865
17	2338100	-0.00211476	33.8044
18	2040700	0.00421373	30.9065
19	1818100	-0.00379631	27.4124
20	1617200	0.00658282	25.7151
21	1405100	0.00235477	23.0436
22	1257600	0.00243878	21.1714
23	1126000	0.00478669	19.5884
24	1006700	-0.0014739	18.2355
25	873900	-0.00367921	17.122
26	770400	-0.00583975	16.606
27	712200	0.00417725	16.0004
28	645300	0.00486857	15.3911
29	586700	-0.00166288	13.9656
30	542600	-0.00691079	12.7367
31	506700	0.00384619	12.5985
32	569900	-0.00706636	9.93526
33	484900	0.00457107	10.8255
34	416400	0.000955779	10.5813
35	396200	-0.004696	10.2622
36	371900	0.00699284	9.7756
37	338900	-0.00331787	9.22785
38	352200	0.00746553	8.98528
39	345300	-0.000495861	7.95418
40	286400	-0.00824404	7.68298
41	285800	0.00555958	7.84227
42	267400	0.000788301	7.37617
43	252600	0.00571146	7.29308
44	257300	0.00907107	7.10189
45	249300	0.00830406	6.57906
46	227900	8.36e-05	6.22075
47	236900	0.00413911	5.9119
48	225300	-0.00369531	5.45237
49	206600	-0.00150269	5.2258
50	205300	0.00406894	5.07618
51	201000	-0.00603206	4.48853
52	193600	0.000290607	4.66745
53	192300	-0.00537689	3.95631
54	188700	-0.000903688	3.89698
55	167200	0.00129361	3.76555
56	161000	0.00311664	3.98923
57	150100	-0.00280582	3.4412
58	151000	0.00540481	3.44839
59	133300	0.00145865	3.31118
60	140800	0.00599134	3.31554
61	135800	-0.00200115	3.0831
62	137200	-0.00552808	2.96436
63	122400	-0.00367243	2.7754
64	118100	0.00318423	2.71285
65	116700	0.00203662	2.8565
66	115400	9.87997e-05	2.58706
67	112600	-0.00228886	2.39178
68	109700	0.00145899	2.65576
69	98900	-0.00236667	2.23553
70	97000	0.00609776	2.5734
71	91000	-0.00170387	2.38871
72	91200	0.000594164	2.25184
73	97200	0.0077017	2.30715
74	84000	0.00163839	2.1299
75	82400	0.00323005	2.07116
76	86400	0.00102017	1.95285
77	92500	-0.00281152	1.79227
78	96900	-0.00310158	1.56656
79	105700	0.0023987	1.57378
80	102300	0.00804799	1.57742
81	88700	0.00434937	1.80203
82	69100	0.00778594	1.94532
83	55700	-0.000994405	1.71987
84	53700	0.00425978	1.82895
85	53000	-0.00177326	1.86026
86	51300	-0.00345828	1.60461
87	51200	0.00787832	1.94069
88	53900	0.0101096	1.73415
89	49800	-0.000892817	1.66981
90	45800	0.00348681	1.59014
91	43700	-0.00323689	1.48045
92	39900	-0.00846699	1.3487
93	43900	0.00903452	2.00661
94	45100	0.00818231	1.63198
95	38900	0.00996347	1.55225
96	37300	-0.00127348	1.22042
97	35000	-0.0101103	1.49328
98	35300	0.00201617	1.5005
99	33800	-0.0121941	1.02136
100	34500	0.00346117	1.41904
101	34500	-0.00341789	1.23952
102	30100	0.0117568	1.40979
103	34200	0.00403961	1.40036
104	30200	-0.011744	1.2566
105	29300	0.00224371	1.13809
106	29800	-0.0013083	1.15387
107	31500	0.00650389	1.47777
108	29200	-0.013381	0.874328
109	27700	0.00152171	1.09943
110	29600	0.00750077	1.28527
111	26800	-0.000701296	1.15023
112	27900	-0.00618091	1.15304
113	32200	0.00889244	1.17467
114	28700	-0.00267934	1.12098
115	28200	-0.00532485	0.951525
116	27100	-0.0021002	1.10015
117	27900	-0.00463885	0.943015
118	29300	-0.0108819	0.829315
119	28900	0.0109435	1.15872
120	29000	-0.000299955	1.01975
121	26300	0.00378733	1.06092
122	26700	0.00495964	0.97903
123	21100	-0.00381727	0.843411
124	23500	-0.00148466	0.908516
125	24600	-0.000677096	0.816056
126	22200	-0.000466046	0.899547
127	23800	-0.00331808	0.897831
128	21200	-0.0192029	0.478439
129	20800	0.0163408	1.02746
130	20900	0.00407056	0.881348
131	17100	0.0103418	0.836375
132	16800	-0.0032841	0.645439
133	19800	-0.00359222	0.728956
134	18800	0.000453746	0.797618
135	16700	0.00141355	0.686176
136	16900	-0.0053229	0.774188
137	18300	0.0011385	0.676311
138	16100	-0.00230915	0.710685
139	15100	-0.00368689	0.599318
140	15600	0.00809164	0.656021
141	15700	0.00460311	0.63604
142	20700	0.000283772	0.560943
143	17800	-0.0107208	0.455936
144	17100	-0.00187014	0.519997
145	17000	-0.00382419	0.500901
146	16900	-0.000639148	0.495153
147	17400	-0.002176	0.456029
148	17700	0.00511964	0.588723
149	21400	-0.00272987	0.393164
150	18700	-0.00645502	0.362177
151	18300	0.00592177	0.497107
152	17800	-0.00429373	0.331819
153	16700	0.000748265	0.386985
154	21200	0.00328857	0.374636
155	19400	-0.0072937	0.352197
156	19300	-0.00477691	0.333325
157	18900	-7.80936e-05	0.333973
158	18900	0.00323076	0.456414
159	19200	-0.0027639	0.367819
160	15600	0.00460245	0.4749
