10	7119900	0.000577672	0.855863
11	5777100	0.00178681	0.706659
12	4805300	0.00101989	0.595033
13	4060400	0.000985203	0.508478
14	3477400	0.000918821	0.440674
15	3040000	0.00114754	0.385701
16	2685300	0.00102991	0.34048
17	2338100	0.00158074	0.301753
18	2040700	0.000292539	0.268856
19	1818100	0.00114071	0.241651
20	1617200	0.000912173	0.216166
21	1405100	0.000698361	0.196227
22	1257600	0.00104767	0.178186
23	1126000	0.000747875	0.161316
24	1006700	0.00142527	0.146647
25	873900	0.00040247	0.13216
26	770400	0.00036668	0.121215
27	712200	0.000922165	0.111533
28	645300	0.000583044	0.102633
29	586700	0.000226193	0.0953581
30	542600	0.000748345	0.0882625
31	506700	4.34484e-05	0.0830452
32	569900	0.000793	0.0824027
33	484900	0.000344726	0.0750539
34	416400	0.00133666	0.0675393
35	396200	0.000269263	0.062967
36	371900	0.000490808	0.0599032
37	338900	0.000719719	0.0563755
38	352200	0.000491459	0.054223
39	345300	0.000502771	0.0515188
40	286400	0.000407045	0.0470748
41	285800	-0.000754511	0.0448528
42	267400	0.000237035	0.0431788
43	252600	0.000169352	0.0409758
44	257300	0.000385789	0.0389364
45	249300	-1.84715e-05	0.0370549
46	227900	3.58311e-05	0.0356073
47	236900	6.1989e-05	0.0351332
48	225300	0.000171295	0.0330029
49	206600	0.000758273	0.0327172
50	205300	0.000317735	0.0315738
51	201000	0.000229909	0.030211
52	193600	0.000387893	0.0290969
53	192300	0.000679958	0.0291758
54	188700	0.000440731	0.0283353
55	167200	0.000146178	0.0269056
56	161000	0.000486476	0.0256593
57	150100	0.000747685	0.0251424
58	151000	0.00108284	0.02441
59	133300	4.57395e-05	0.0234664
60	140800	0.000484397	0.0222856
61	135800	0.00103377	0.0222328
62	137200	0.000526587	0.0216913
63	122400	0.00013662	0.0209456
64	118100	0.00105338	0.0201378
65	116700	0.000644276	0.0195016
66	115400	0.00112779	0.0189068
67	112600	0.000454209	0.0184313
68	109700	0.000695032	0.0181494
69	98900	-0.000175598	0.0173918
70	97000	5.03988e-05	0.0167141
71	91000	0.00039288	0.0166118
72	91200	-0.000403398	0.0158602
73	97200	0.000613256	0.0156769
74	84000	0.000595573	0.0150877
75	82400	0.000612671	0.0145795
76	86400	0.000185705	0.0141544
77	92500	-0.000155835	0.0141678
78	96900	0.000268135	0.0145246
79	105700	0.000230678	0.0145102
80	102300	0.00062776	0.014052
81	88700	0.000996922	0.0134962
82	69100	0.00021431	0.0122629
83	55700	0.000334448	0.0114132
84	53700	0.00028905	0.0114736
