10	7119900	-0.979797	4.84402
11	5777100	-0.893714	4.12262
12	4805300	-0.814662	3.56839
13	4060400	-0.747897	2.90416
14	3477400	-0.689633	2.43491
15	3040000	-0.639436	2.12163
16	2685300	-0.594721	1.86781
17	2338100	-0.56245	1.63196
18	2040700	-0.533566	1.45918
19	1818100	-0.50689	1.37009
20	1617200	-0.487709	1.22792
21	1405100	-0.464879	1.10243
22	1257600	-0.445703	1.07991
23	1126000	-0.435158	0.936391
24	1006700	-0.424439	0.841467
25	873900	-0.420527	0.851561
26	770400	-0.410452	0.857445
27	712200	-0.398786	0.733083
28	645300	-0.392085	0.686122
29	586700	-0.381895	0.669621
30	542600	-0.374766	0.654312
31	506700	-0.357941	0.581151
32	569900	-0.315726	0.489878
33	484900	-0.324687	0.506085
34	416400	-0.34103	0.487532
35	396200	-0.336397	0.515749
36	371900	-0.323502	0.484135
37	338900	-0.318914	0.442648
38	352200	-0.299935	0.420602
39	345300	-0.295281	0.372164
40	286400	-0.300855	0.464736
41	285800	-0.295412	0.39655
42	267400	-0.28224	0.339039
43	252600	-0.27802	0.360297
44	257300	-0.273271	0.315761
45	249300	-0.271942	0.297421
46	227900	-0.264072	0.29056
47	236900	-0.248699	0.267122
48	225300	-0.250721	0.255265
49	206600	-0.232776	0.267882
50	205300	-0.227748	0.226901
51	201000	-0.223508	0.233222
52	193600	-0.219123	0.20715
53	192300	-0.205446	0.191911
54	188700	-0.195729	0.189691
55	167200	-0.199843	0.175481
56	161000	-0.198083	0.185189
57	150100	-0.192232	0.172112
58	151000	-0.187905	0.17922
59	133300	-0.184544	0.152828
60	140800	-0.185611	0.158077
61	135800	-0.175883	0.13066
62	137200	-0.172013	0.132545
63	122400	-0.167418	0.125062
64	118100	-0.167096	0.128984
65	116700	-0.163648	0.131675
66	115400	-0.163018	0.127736
67	112600	-0.159744	0.123031
68	109700	-0.153484	0.108521
69	98900	-0.155546	0.107483
70	97000	-0.156106	0.101592
71	91000	-0.152111	0.096714
72	91200	-0.152588	0.100546
73	97200	-0.147212	0.0972846
74	84000	-0.145437	0.119344
75	82400	-0.144328	0.0974776
76	86400	-0.144187	0.0914234
77	92500	-0.134411	0.105005
78	96900	-0.12418	0.0815427
79	105700	-0.116768	0.0838902
80	102300	-0.117959	0.0722707
81	88700	-0.120691	0.0803743
82	69100	-0.129819	0.0759048
83	55700	-0.144846	0.0722836
84	53700	-0.136404	0.075162
85	53000	-0.13794	0.0884455
86	51300	-0.140942	0.0810138
87	51200	-0.133218	0.0899196
88	53900	-0.136032	0.101929
89	49800	-0.131028	0.0796579
90	45800	-0.133517	0.0680659
91	43700	-0.131252	0.0791575
92	39900	-0.129011	0.0711249
93	43900	-0.126261	0.0598849
94	45100	-0.13027	0.068039
95	38900	-0.124709	0.0693091
96	37300	-0.123712	0.0603628
97	35000	-0.123526	0.067625
98	35300	-0.125319	0.0765915
99	33800	-0.121052	0.06096
100	34500	-0.122831	0.0803235
101	34500	-0.122168	0.0561541
102	30100	-0.119795	0.0677753
103	34200	-0.117661	0.0588304
104	30200	-0.121707	0.0557788
105	29300	-0.114781	0.0607327
106	29800	-0.11939	0.0627954
107	31500	-0.119159	0.0534463
108	29200	-0.11655	0.0578551
109	27700	-0.119155	0.0506224
110	29600	-0.115091	0.0565833
111	26800	-0.115297	0.0554266
112	27900	-0.115113	0.053928
113	32200	-0.109235	0.0491402
114	28700	-0.113372	0.0521649
115	28200	-0.113987	0.0482568
116	27100	-0.11042	0.0436535
117	27900	-0.109651	0.0498837
118	29300	-0.111143	0.0457989
119	28900	-0.109448	0.0556386
120	29000	-0.107044	0.0584385
121	26300	-0.104648	0.0440136
122	26700	-0.105999	0.0430211
123	21100	-0.107777	0.0432022
124	23500	-0.104168	0.0430405
125	24600	-0.105915	0.0417797
